Symbol,LTP,High,Low,PreviousClose,Change,Last 10D avg Volume,Delivery %,Symbol P/E,3 months high,3 months low
AUBANK,722.9,727.65,715.2,719.45,3.45,2665252.4,37.38,32.41,724.25,603.05
INDOAMIN,226.0,236.9,221.2,229.74,-3.74,2597634.8,29.06,32.5,242.74,123.65
NH,1270.0,1294.35,1263.5,1283.85,-13.85,519409.9,50.25,32.51,"1,377.00","1,178.15"
MANGALAM,135.9,140.0,133.07,138.06,-2.16,89268.4,56.48,32.55,139.85,102.72
IRFC,158.99,164.48,158.0,160.6,-1.61,17787111.2,30.43,32.55,217.43,158.56
RUPA,305.05,314.15,304.6,311.6,-6.55,384870.1,48.72,32.6,352.7,262.76
UNITEDPOLY,114.55,117.6,100.83,100.82,13.73,247093.4,23.3,32.66,113.95,83.29
ARVIND,398.4,409.0,397.0,408.05,-9.65,371243.1,42.67,32.71,408.9,354.25
VIMTALABS,575.0,618.35,568.3,606.6,-31.6,188000.0,58.86,32.73,675.15,475.3
NIITMTS,515.55,528.15,514.0,525.65,-10.1,91836.9,49.21,32.73,525.65,445.15
SALZERELEC,961.35,981.95,945.9,958.9,2.45,81803.6,43.54,32.83,990.85,"1,002.20"
SJS,1012.65,1046.25,1012.55,1011.4,1.25,105946.9,51.64,32.84,999.85,"1,005.25"
STERTOOLS,537.75,578.3,532.5,553.5,-15.75,260210.2,42.74,32.85,553.5,360.35
SINDHUTRAD,23.85,24.44,23.54,24.08,-0.23,2153216.4,83.87,32.88,26.33,17.33
RSSOFTWARE,278.55,285.25,270.2,282.25,-3.7,63759.4,0,32.93,349.7,199.84
UDS,374.0,392.9,371.35,391.05,-17.05,767074.4,56.42,32.93,397.9,285.5
NUVAMA,6675.0,6797.0,6575.4,6652.25,22.75,71047.7,37.73,32.98,"6,959.55","4,715.45"
MKPL,9.46,10.1,9.36,9.86,-0.4,778188.2,0,33.04,12.87,9.36
KALAMANDIR,184.3,187.3,181.8,185.77,-1.47,983614.8,56.71,33.07,196.23,151.9
RELIGARE,283.0,285.85,280.6,282.25,0.75,1994759.4,48.43,33.09,291.85,224.62
RAJMET,11.24,11.75,11.14,11.27,-0.03,2525332.6,39.49,33.11,14.22,10.2
MUNJALAU,124.51,128.49,123.8,127.0,-2.49,1969509.0,40.11,33.16,132.66,83.61
HILTON,87.4,88.73,84.96,87.82,-0.42,661424.2,33.12,33.16,109.12,80.05
KINGFA,3400.0,3490.25,3366.05,3471.7,-71.7,17074.9,50.98,33.22,"3,572.70","2,023.15"
EPIGRAL,2058.95,2116.3,2001.45,2001.5,57.45,187442.1,27.85,33.24,"2,142.45","1,314.25"
CUBEXTUB,97.05,100.94,96.11,98.53,-1.48,20845.6,54.07,33.24,121.0,88.6
ADANIPORTS,1428.0,1439.25,1415.05,1426.6,1.4,1920623.3,39.23,33.3,"1,590.15","1,426.60"
PUNJABCHEM,1205.5,1233.9,1190.1,1227.2,-21.7,6989.3,65.17,33.31,"1,448.00","1,185.55"
DYCL,522.0,526.0,515.2,522.5,-0.5,27744.2,43.54,33.33,620.25,518.4
JUBLPHARMA,1195.0,1224.2,1190.5,1219.6,-24.6,2268369.4,75.60,33.4,951.65,"1,018.25"
ARROWGREEN,871.0,888.5,861.0,888.1,-17.1,62623.2,56.52,33.4,943.3,536.9
INSPIRISYS,132.0,132.0,122.55,129.01,2.99,31469.5,0,33.41,185.73,97.49
SANOFI,7132.05,7224.6,7128.35,7189.6,-57.55,20375.9,87.96,33.49,"7,426.55","6,345.15"
KAPSTON,221.9,223.9,207.0,216.41,5.49,3072.6,0,33.51,460.7,191.0
ALICON,1408.0,1475.3,1391.55,1460.7,-52.7,25097.3,48.13,33.54,"1,513.35","1,213.20"
MMP,364.2,371.0,356.0,367.3,-3.1,32806.7,0,33.56,412.35,271.25
SMARTLINK,256.0,268.9,256.0,264.15,-8.15,14029.5,69.77,33.56,327.05,229.4
VIRINCHI,35.3,36.18,33.0,33.42,1.88,1186120.8,29.72,33.64,36.44,31.39
VINYLINDIA,422.0,431.95,407.85,427.95,-5.95,77393.3,45.88,33.74,430.75,372.45
WABAG,1394.0,1413.0,1382.6,1389.2,4.8,507633.3,53.15,33.77,"1,402.95","1,142.05"
COROMANDEL,1730.0,1741.95,1695.95,1715.15,14.85,294870.5,47.39,33.8,"1,781.55","1,525.35"
GANGESSECU,172.0,178.48,169.62,173.99,-1.99,13207.6,62.24,33.87,188.85,159.64
PRINCEPIPE,566.8,577.0,563.75,575.75,-8.95,270722.5,54.24,33.93,699.85,546.6
GPTINFRA,158.0,164.8,153.85,161.84,-3.84,205604.2,0,33.93,288.35,147.45
CANTABIL,244.9,250.5,239.95,249.19,-4.29,291541.2,45.32,33.97,293.13,234.9
EIMCOELECO,2844.0,2949.9,2800.0,2827.0,17.0,4470.0,0,34.0,"3,372.75","2,055.05"
FAIRCHEMOR,1279.55,1283.95,1251.0,1259.85,19.7,13767.5,52.77,34.01,"1,513.05","1,238.55"
TBZ,291.11,299.83,291.11,306.44,-15.33,3813824.9,57.11,34.02,327.6,117.86
ORIENTCEM,289.0,291.75,286.65,289.95,-0.95,1943289.4,45.46,34.04,358.3,232.09
DECCANCE,622.0,634.3,620.0,630.95,-8.95,8810.2,68.87,34.09,719.8,623.1
UNIENTER,184.5,189.34,184.1,189.34,-4.84,110027.4,45.62,34.16,192.96,156.46
GUJGASLTD,616.15,625.75,614.9,623.95,-7.8,1488650.4,42.71,34.2,680.0,588.0
HERANBA,509.9,531.75,484.45,485.1,24.8,211203.1,28.37,34.22,509.65,351.2
DCMSHRIRAM,1089.45,1093.55,1078.75,1080.85,8.6,58939.7,55.07,34.34,999.10,"1,001.15"
INCREDIBLE,48.24,48.3,44.86,46.01,2.23,10633.5,0,34.4,63.62,41.07
RPSGVENT,1055.0,1095.0,1039.0,1084.1,-29.1,135599.0,44.42,34.41,957.10,"1,034.10"
FOODSIN,136.2,140.57,135.0,139.62,-3.42,162195.3,37.35,34.59,162.05,129.93
TCS,4347.9,4497.05,4321.0,4505.65,-157.75,1725168.5,52.79,34.62,"4,553.75","3,787.25"
HEIDELBERG,226.75,232.5,226.75,237.5,-10.75,638427.9,45.1,34.65,237.85,214.35
NAM-INDIA,670.0,671.65,657.55,658.35,11.65,549921.1,62.71,34.65,731.05,601.25
FINOPB,392.75,403.2,375.0,382.55,10.2,542983.3,47.79,34.68,456.6,291.3
LAOPALA,376.95,386.0,375.55,383.25,-6.3,848059.2,49.37,34.68,383.25,304.25
KSOLVES,1025.0,1046.75,1006.95,1039.65,-14.65,27339.8,54.57,34.7,"1,221.60","1,011.90"
SBFC,87.05,87.6,86.01,86.81,0.24,1990074.9,58.23,34.74,87.08,80.05
CYIENT,2049.8,2135.0,2016.95,2133.85,-84.05,418845.7,60.4,34.75,"2,150.65","1,665.05"
SHARDACROP,562.6,574.3,558.25,569.45,-6.85,127962.9,63.52,34.76,608.75,433.6
SIKKO,107.3,111.3,107.0,110.4,-3.1,105102.8,0,34.8,122.21,90.24
ADSL,293.0,304.95,290.5,297.85,-4.85,2325756.3,34.1,34.88,309.35,155.17
VSTTILLERS,4438.0,4516.7,4315.55,4498.85,-60.85,11270.6,67.98,34.9,"4,498.85","3,741.05"
JAYBARMARU,102.0,102.23,100.6,101.3,0.7,140207.5,47.08,34.95,121.69,100.92
NILAINFRA,13.9,14.43,13.85,14.15,-0.25,950988.2,57.47,34.98,16.02,11.67
PNBGILTS,125.5,127.38,123.55,126.36,-0.86,433058.0,42.55,35.01,145.07,110.07
AMBUJACEM,620.0,626.0,615.0,623.0,-3.0,1523620.5,41.57,35.11,695.0,612.5
TCIEXP,1122.0,1150.0,1093.0,1113.35,8.65,50765.4,46.46,35.12,"1,259.05","1,045.90"
ANDHRSUGAR,111.35,113.2,110.4,112.37,-1.02,275665.3,44.96,35.15,123.8,107.3
DUCON,10.49,11.28,10.42,10.94,-0.45,1177705.9,0,35.22,11.69,7.41
QUESS,840.0,865.0,820.15,816.1,23.9,624093.8,16.03,35.24,841.0,598.7
MATRIMONY,775.55,785.0,771.0,781.65,-6.1,128942.5,53.23,35.3,807.65,570.7
HERITGFOOD,578.6,588.85,569.85,578.35,0.25,440848.4,47.31,35.43,604.35,521.15
WONDERLA,853.0,863.2,847.1,856.65,-3.65,66789.4,70.76,35.44,941.2,786.0
BALAMINES,2332.0,2433.0,2302.05,2301.55,30.45,103723.1,24.64,35.48,"2,499.75","2,118.65"
SWELECTES,1290.0,1349.9,1273.3,1294.5,-4.5,323399.4,26.64,35.61,994.95,"1,001.60"
SONAMLTD,54.5,56.0,52.01,52.83,1.67,259260.8,31.71,35.63,58.26,36.21
HOVS,82.81,86.25,82.5,83.28,-0.47,39835.2,0,35.72,109.31,63.0
CONFIPET,95.0,98.54,93.65,93.64,1.36,3362109.3,28.08,35.76,95.23,79.23
NSIL,4650.0,4768.8,4600.0,4738.7,-88.7,15399.6,55.79,35.77,"4,746.20","3,478.05"
GARFIBRES,3720.15,3845.95,3683.0,3824.55,-104.4,15182.6,49.29,35.82,"4,106.95","3,576.50"
ALKEM,6109.95,6255.0,6050.0,6216.85,-106.9,179994.4,52.22,35.84,"6,366.25","4,919.75"
NIACL,233.0,242.65,232.0,240.15,-7.15,1369235.0,57.28,35.84,292.88,232.33
GLS,1265.0,1304.1,1252.2,1310.55,-45.55,615631.9,36.54,35.93,998.60,"1,006.15"
PAKKA,332.65,342.7,321.25,342.9,-10.25,483431.0,50.04,35.93,347.0,238.7
COUNCODOS,7.24,7.54,7.01,7.23,0.01,63072.7,0,36.09,8.19,5.57
GUJAPOLLO,375.0,384.9,363.5,382.15,-7.15,16240.0,0,36.25,400.25,237.85
TORNTPOWER,1931.0,1969.9,1803.25,1780.05,150.95,1454483.5,9.36,36.25,"1,932.90","1,456.45"
EICHERMOT,4852.1,4878.7,4812.25,4850.2,1.9,392903.1,33.33,36.3,"5,012.50","4,576.90"
CHOLAFIN,1586.15,1602.85,1573.05,1573.95,12.2,1812809.3,46.65,36.3,"1,590.15","1,314.90"
HAL,4433.0,4485.0,4421.0,4458.5,-25.5,1340655.3,44.23,36.3,"5,621.95","4,437.65"
TVSSRICHAK,4390.1,4445.95,4390.1,4432.3,-42.2,4108.5,51.42,36.32,"4,814.30","4,068.95"
AIAENG,4281.3,4337.95,4260.0,4325.95,-44.65,63457.5,50.23,36.38,"4,813.35","4,095.05"
KOTHARIPRO,169.86,174.0,166.0,168.87,0.99,8415.7,0,36.39,215.78,131.02
FCL,387.0,411.0,385.5,408.25,-21.25,1087189.6,42.29,36.45,409.75,351.3
BALKRISIND,3039.9,3087.85,3014.6,3076.0,-36.1,201983.1,57.91,36.49,"3,345.85","2,780.80"
SUNDARMFIN,4949.1,4987.75,4900.05,4981.25,-32.15,94810.5,52.91,36.49,"5,050.60","3,770.00"
KPRMILL,862.2,863.85,847.1,860.6,1.6,214737.8,93.23,36.51,945.55,826.7
SURANAT&P,24.48,24.48,23.94,23.32,1.16,205480.0,0,36.57,29.55,20.45
AKASH,38.19,38.49,37.51,37.98,0.21,41814.8,22.23,36.6,43.8,33.33
JTLIND,226.0,229.24,224.49,226.46,-0.46,1381397.5,44.8,36.67,240.67,197.56
EPL,247.47,252.34,246.35,251.24,-3.77,3210041.8,57.99,36.79,259.82,191.8
SHAKTIPUMP,4205.95,4315.0,4193.0,4292.1,-86.15,41483.9,0,36.85,"4,875.40","2,995.75"
DREAMFOLKS,502.9,512.85,501.1,506.95,-4.05,745781.5,46.1,36.95,506.95,434.9
BHAGYANGR,105.7,109.88,105.0,109.13,-3.43,123660.0,51.24,36.99,122.34,98.08
PDSL,540.1,559.8,534.0,555.85,-15.75,89851.0,59.86,37.0,604.6,506.35
OMINFRAL,169.0,175.0,169.0,174.61,-5.61,91653.8,0,37.0,227.9,165.45
EIHOTEL,378.0,379.0,373.25,374.3,3.7,833303.0,53.56,37.02,451.9,365.4
RITES,682.5,713.9,591.0,710.85,-28.35,1601560.8,40.32,37.09,775.8,649.25
THEINVEST,190.0,194.89,185.15,188.66,1.34,14028.1,0,37.16,191.86,139.22
KIRLOSBROS,1628.45,1649.9,1601.95,1614.15,14.3,87716.6,45.32,37.23,"2,603.15","1,613.35"
MRO-TEK,124.0,126.4,116.35,120.39,3.61,165850.3,0,37.23,124.39,75.71
FINEORG,5435.95,5668.0,5202.0,5200.2,235.75,42323.3,14.44,37.27,"5,872.65","4,721.70"
AAREYDRUGS,68.1,69.5,66.11,69.38,-1.28,62215.9,0,37.31,73.61,45.5
YATHARTH,545.0,563.0,535.1,547.0,-2.0,654623.9,63.67,37.32,582.25,411.05
NFL,135.61,138.8,125.15,127.36,8.25,2439318.8,26.19,37.34,159.93,125.91
BLKASHYAP,101.8,105.9,101.55,104.09,-2.29,848966.5,34.84,37.35,116.89,90.19
CCL,747.65,753.9,729.1,730.75,16.9,617784.7,33.28,37.41,832.0,583.4
APLLTD,1189.0,1223.95,1181.0,1200.1,-11.1,684747.8,36.14,37.42,999.20,"1,050.05"
ALEMBICLTD,143.36,149.69,143.0,146.34,-2.98,1594648.8,38.43,37.45,164.17,101.41
KANSAINER,306.5,311.2,304.9,309.05,-2.55,1116742.8,50.38,37.47,316.2,266.95
DODLA,1209.5,1219.0,1201.25,1224.85,-15.35,55444.6,51.58,37.55,987.05,"1,014.95"
THOMASCOOK,214.2,220.2,213.67,216.91,-2.71,991884.8,58.83,37.57,261.9,191.55
ROSSARI,908.25,930.7,900.0,924.7,-16.45,100319.7,40.12,37.61,941.8,764.4
SUPRIYA,624.95,644.95,618.8,633.1,-8.15,537523.8,52.66,37.67,646.9,380.05
NOCIL,281.0,285.9,280.0,284.0,-3.0,518632.1,51.51,37.69,330.55,274.7
SAMBHAAV,6.03,6.15,5.9,6.02,0.01,200861.9,78.41,37.7,6.43,4.5
PCBL,534.0,541.95,501.2,500.6,33.4,4716752.8,33.41,37.82,532.35,253.39
INDOSTAR,285.9,292.65,284.05,284.05,1.85,476811.9,41.36,37.96,293.8,212.25
JASH,2180.0,2220.1,2138.85,2131.1,48.9,63826.9,49.79,37.98,"2,571.40","2,000.40"
ONEPOINT,72.0,73.0,68.35,69.52,2.48,1799417.4,39.28,38.03,75.8,56.03
NARMADA,19.2,19.6,18.39,19.36,-0.16,89171.2,0,38.16,25.24,19.07
STARCEMENT,218.19,221.5,212.5,215.47,2.72,461206.0,24.89,38.17,228.24,198.5
GODREJIND,1200.0,1236.95,1195.0,1227.3,-27.3,687610.4,47.51,38.2,951.05,"1,001.00"
ISGEC,1394.1,1419.95,1372.0,1400.6,-6.5,42314.0,45.42,38.22,"1,562.70","1,219.85"
HARIOMPIPE,743.0,750.0,720.0,727.5,15.5,93607.9,47.69,38.26,868.7,569.9
IPL,211.0,215.77,209.0,212.94,-1.94,230742.2,52.44,38.29,240.11,207.26
MPHASIS,2999.0,3167.65,2975.0,3177.8,-178.8,612746.0,45.74,38.45,"3,177.80","2,394.20"
SUNDARMHLD,386.0,393.0,380.0,380.85,5.15,143213.8,47.88,38.45,426.0,256.55
INFIBEAM,27.5,28.15,26.8,27.35,0.15,9911635.1,0,38.56,33.33,27.35
MAZDOCK,4178.0,4265.0,4170.0,4193.3,-15.3,1739706.9,16.35,38.65,"5,744.45","3,894.20"
GALAXYSURF,3266.0,3324.35,3194.5,3336.75,-70.75,74776.5,41.21,38.66,"3,336.75","2,654.50"
MAGNUM,47.15,48.81,47.0,47.91,-0.76,130813.9,77.71,38.73,54.68,46.85
GABRIEL,516.5,527.0,511.0,524.15,-7.65,327706.4,47.82,38.77,548.35,421.75
HARSHA,515.0,529.2,510.5,524.2,-9.2,58625.8,32.79,38.83,599.45,505.2
PRICOLLTD,487.3,495.7,484.2,492.35,-5.05,285967.0,44.54,38.91,529.2,478.45
PILANIINVS,5361.0,5450.05,5298.4,5358.6,2.4,4803.7,47.87,38.93,"5,587.50","3,902.70"
AKZOINDIA,3745.0,3776.85,3691.8,3691.7,53.3,27040.6,51.8,38.98,"3,847.75","2,773.90"
TI,302.5,315.3,301.5,308.5,-6.0,2616722.2,39.83,39.07,323.25,225.65
IOB,59.0,59.65,57.7,58.21,0.79,6194942.2,30.9,39.15,68.42,57.26
GUJRAFFIA,46.2,48.39,46.01,46.62,-0.42,5785.1,40.91,39.22,58.82,42.99
3PLAND,41.3,42.99,40.5,41.99,-0.69,9806.6,0,39.26,51.14,30.25
ROLEXRINGS,2490.0,2571.0,2481.4,2504.5,-14.5,24486.3,38.16,39.26,"2,590.10","2,225.85"
LAMBODHARA,189.0,191.58,183.27,181.7,7.3,48346.4,47.04,39.29,209.65,150.74
ORIENTCER,55.6,58.85,55.02,58.15,-2.55,468637.8,54.75,39.3,58.69,47.25
DENORA,1546.9,1609.0,1545.0,1584.0,-37.1,6819.7,63.3,39.35,"1,930.65","1,491.40"
PRIMESECU,311.5,312.0,299.3,300.9,10.6,90315.9,51.3,39.39,313.35,199.73
IRB,60.65,61.19,60.2,60.51,0.14,21958347.4,51.84,39.43,70.98,59.85
AEGISLOG,776.0,789.0,760.0,786.8,-10.8,220178.9,76.07,39.59,937.1,730.95
SIRCA,351.95,354.95,345.0,352.45,-0.5,293394.4,46.13,39.63,373.45,313.45
APCOTEXIND,432.0,436.45,429.05,432.45,-0.45,37643.3,66.9,39.64,467.25,419.7
CARYSIL,843.5,877.15,835.35,873.35,-29.85,63967.6,59.0,39.67,921.05,745.95
RAJRATAN,576.3,596.85,576.0,583.7,-7.4,31757.9,61.65,39.7,621.95,557.35
ENGINERSIN,209.5,214.9,208.2,213.87,-4.37,6388884.9,45.58,39.71,290.25,205.07
KIRLOSENG,1264.2,1290.0,1264.2,1286.2,-22.0,372433.8,79.73,39.76,"1,418.95","1,094.45"
DIAMONDYD,820.0,844.7,808.2,819.0,1.0,207919.3,37.09,39.79,962.5,788.55
POWERMECH,6470.0,6661.1,6451.3,6628.3,-158.3,45217.1,55.62,39.79,"7,012.70","4,854.85"
MICEL,109.33,109.33,109.33,104.13,5.2,705530.3,0,39.79,109.33,58.47
ZEEL,131.2,134.45,130.89,132.98,-1.78,14387704.2,39.86,39.83,160.14,131.21
RPGLIFE,2188.0,2246.35,2161.1,2225.3,-37.3,52110.3,50.03,39.87,"2,404.30","1,555.05"
SHALBY,281.8,288.95,281.0,286.3,-4.5,231077.6,45.16,39.94,310.5,252.8
DALBHARAT,1838.6,1861.35,1812.6,1822.0,16.6,197325.0,56.82,39.97,"1,933.60","1,726.45"
INFOBEAN,431.9,444.7,429.0,439.55,-7.65,32185.1,47.76,40.03,476.55,405.85
CLEDUCATE,117.0,121.78,115.0,115.99,1.01,1479377.2,0,40.09,124.23,75.77
IKIO,300.6,308.5,298.9,307.0,-6.4,308886.0,58.72,40.15,325.7,283.3
BOSCHLTD,34330.0,34867.4,34051.0,34720.3,-390.3,55930.4,13.96,40.21,"35,612.45","30,993.15"
SAKSOFT,357.0,374.5,355.15,366.5,-9.5,1753654.3,48.52,40.23,372.65,266.1
SOUTHWEST,134.24,138.9,132.95,134.59,-0.35,51481.6,0,40.24,150.24,103.54
DWARKESH,72.4,73.75,71.91,72.2,0.2,863355.2,28.1,40.26,78.08,68.18
XCHANGING,119.64,121.58,119.0,120.35,-0.71,241831.8,62.71,40.26,139.08,117.41
MARKSANS,280.0,298.94,277.83,296.39,-16.39,4346699.4,35.94,40.27,296.39,157.91
ELECON,630.95,640.5,623.0,626.35,4.6,300092.7,63.69,40.39,641.00,"1,264.65"
MODISONLTD,220.97,232.8,205.35,211.57,9.4,1135099.6,10.08,40.4,220.22,119.37
RICOAUTO,115.95,120.0,115.0,116.31,-0.36,799788.4,41.13,40.48,144.69,115.76
RISHABH,370.0,373.0,368.95,371.9,-1.9,51352.3,53.24,40.54,450.4,366.75
TAINWALCHM,227.76,234.0,224.55,231.46,-3.7,3400.9,0,40.59,234.73,171.34
STARHEALTH,603.7,614.25,601.05,608.5,-4.8,945513.1,82.95,40.67,637.75,519.1
MANGLMCEM,907.55,921.75,905.05,920.4,-12.85,111610.9,42.03,40.76,996.40,"1,003.50"
HEUBACHIND,549.0,554.9,533.0,537.1,11.9,85198.3,62.75,40.93,592.25,390.9
PIIND,4640.9,4704.95,4598.2,4692.8,-51.9,269550.7,46.15,40.93,"4,692.80","3,650.60"
GREENPANEL,390.0,407.45,388.0,404.6,-14.6,306370.3,36.32,40.96,407.8,305.95
UNIDT,255.3,260.7,255.1,258.4,-3.1,42754.3,60.03,40.99,273.05,226.32
MOLDTKPAC,783.65,802.05,780.0,799.9,-16.25,51648.0,75.47,41.13,835.35,772.55
FSL,305.25,310.5,294.5,309.4,-4.15,4855395.0,34.72,41.16,337.35,198.55
VIKASECO,3.61,3.69,3.6,3.65,-0.04,6729874.4,45.43,41.18,4.07,3.61
VAIBHAVGBL,308.5,312.5,306.7,309.4,-0.9,664554.0,43.12,41.24,341.35,295.6
MOREPENLAB,86.8,91.74,86.0,88.94,-2.14,23935819.7,37.56,41.25,96.19,53.66
GOLDIAM,349.45,375.2,347.1,369.5,-20.05,1462243.1,56.13,41.26,385.85,160.21
SPLPETRO,874.95,891.0,870.1,877.4,-2.45,76811.6,57.99,41.33,901.75,760.0
SUMMITSEC,2605.0,2692.5,2605.0,2665.85,-60.85,36839.0,58.96,41.33,"2,725.70","1,540.50"
ANUP,2220.0,2288.4,2205.0,2255.9,-35.9,32166.8,50.27,41.35,"2,326.20","1,692.00"
BINANIIND,21.8,22.0,19.92,20.97,0.83,170856.9,59.36,41.37,21.62,14.58
NAHARINDUS,152.85,155.15,151.3,154.5,-1.65,78332.3,63.4,41.42,170.66,128.32
ESCORTS,3788.95,3910.0,3783.15,3886.75,-97.8,152666.6,38.65,41.48,"4,334.50","3,659.50"
HPAL,96.81,98.8,96.21,97.85,-1.04,190740.5,60.24,41.5,103.6,95.31
AKSHAR,1.7,1.71,1.65,1.68,0.02,1588636.5,0,41.52,2.66,1.6
KOTARISUG,55.04,55.98,54.95,55.46,-0.42,164237.5,34.64,41.56,63.64,53.59
KICL,6400.0,6648.0,6250.0,6561.25,-161.25,2044.5,0,41.57,"6,578.70","4,591.35"
AARTISURF,871.0,918.0,860.0,900.35,-29.35,230948.9,100.00,41.62,900.35,156.0
HONDAPOWER,3775.0,3798.95,3731.5,3760.75,14.25,8406.6,42.67,41.71,"4,165.60","3,555.70"
BBL,4762.0,4880.55,4728.0,4801.55,-39.55,21139.8,58.24,41.74,"5,502.40","4,360.80"
DGCONTENT,39.39,39.87,37.51,39.09,0.3,20667.1,0,41.81,39.77,29.32
LTIM,6390.0,6399.0,6232.0,6455.75,-65.75,540821.5,54.12,41.86,"6,455.75","5,019.85"
PANSARI,125.5,130.0,125.0,128.1,-2.6,970.4,0,41.99,147.51,98.44
MOTHERSON,203.9,208.6,195.05,195.01,8.89,25879843.8,46.61,42.0,206.57,175.35
GMMPFAUDLR,1450.0,1463.35,1427.55,1435.9,14.1,171241.3,53.60,42.01,"1,465.15","1,271.75"
JTEKTINDIA,167.1,170.2,166.43,170.4,-3.3,219905.3,52.66,42.03,221.75,166.0
GLAND,1841.5,1865.45,1827.0,1845.6,-4.1,189003.1,67.5,42.11,"2,141.60","1,785.20"
EMIL,209.83,214.11,208.8,215.3,-5.47,909898.1,54.45,42.23,242.29,206.89
AARTIIND,560.5,567.3,560.2,563.6,-3.1,1822451.8,43.24,42.27,754.15,561.25
PGHL,5119.65,5149.35,5107.1,5123.7,-4.05,12365.1,64.86,42.32,"5,428.65","4,997.25"
ADVENZYMES,532.35,543.0,526.75,540.35,-8.0,1465921.2,40.32,42.39,549.9,367.05
SUBROS,771.0,788.0,762.0,776.0,-5.0,132511.3,37.79,42.55,811.25,627.9
GROBTEA,1018.0,1019.8,1001.0,1023.35,-5.35,1009.7,30.46,42.55,999.30,"1,005.50"
SOMICONVEY,174.39,177.84,169.38,169.38,5.01,5721.1,0,42.58,235.58,144.63
ATALREAL,7.7,8.3,7.7,8.11,-0.41,296908.4,0,42.59,8.77,6.85
JKCEMENT,4645.0,4805.9,4605.0,4778.45,-133.45,173812.1,51.09,42.6,"4,812.75","4,107.20"
SUNPHARMA,1833.35,1868.0,1829.6,1866.1,-32.75,1560283.4,72.13,42.61,"1,866.10","1,467.25"
INDOTECH,1935.05,2080.0,1901.0,1983.35,-48.3,13686.4,57.59,42.79,"2,345.70","1,530.65"
VESUVIUS,5270.0,5415.0,5247.05,5353.8,-83.8,22478.9,51.73,42.87,"5,524.60","4,788.20"
SUPRAJIT,532.05,537.0,523.75,535.55,-3.5,449269.8,52.04,43.07,620.5,482.85
ADFFOODS,282.85,300.0,278.0,288.25,-5.4,1281148.5,27.23,43.12,290.15,217.3
BAJAJ-AUTO,11740.0,12054.0,11740.0,11950.3,-210.3,534827.9,46.4,43.13,"9,914.20","10,406.45"
RSYSTEMS,512.5,527.2,507.1,522.3,-9.8,191390.2,52.83,43.29,536.35,452.7
ICEMAKE,651.2,678.3,651.2,672.05,-20.85,20711.8,61.14,43.42,912.85,653.7
SULA,484.0,488.85,482.8,485.1,-1.1,301696.6,52.63,43.44,508.3,470.1
TPLPLASTEH,112.2,116.0,111.2,115.23,-3.03,63114.5,0,43.47,129.88,87.56
AARON,266.1,276.65,265.5,274.05,-7.95,18683.5,29.95,43.54,294.55,259.45
GREENPLY,388.1,407.0,379.0,394.1,-6.0,338541.8,31.82,43.54,404.5,302.65
SHREECEM,25088.7,25496.65,24909.1,25437.1,-348.4,25642.0,56.47,43.65,"28,353.35","24,143.40"
RESPONIND,290.0,300.0,286.25,294.45,-4.45,445310.3,25.86,43.7,322.85,260.25
MANAKALUCO,31.8,32.15,30.77,31.36,0.44,34731.3,0,43.76,35.58,27.55
INDOWIND,24.77,25.0,24.15,24.48,0.29,257702.0,0,43.76,32.98,23.64
EMAMILTD,748.9,753.35,725.4,746.75,2.15,685361.4,63.24,43.85,839.75,686.85
SIS,419.95,425.0,415.0,421.4,-1.45,70949.0,53.24,43.95,457.9,404.6
KRSNAA,833.0,835.0,810.6,823.45,9.55,178702.7,53.45,44.23,830.9,606.8
TATAPOWER,440.2,447.1,437.95,445.1,-4.9,13357004.4,29.68,44.29,464.4,405.45
SANSERA,1583.95,1600.0,1568.0,1579.9,4.05,187445.8,68.29,44.41,"1,585.60","1,200.00"
RATNAMANI,3719.9,3813.0,3686.3,3779.0,-59.1,70555.0,88.13,44.43,"3,859.45","3,411.80"
PFIZER,5828.4,5983.7,5806.0,5922.7,-94.3,45356.4,53.27,44.53,"6,318.30","4,525.20"
ICRA,7182.0,7435.0,6812.0,6810.1,371.9,15767.9,41.12,44.56,"7,180.15","5,614.15"
HMAAGRO,49.65,51.0,49.5,50.74,-1.09,619741.7,62.37,44.57,56.13,49.26
SBCL,601.0,607.75,586.05,598.95,2.05,142221.3,45.56,44.66,685.35,530.1
PRAJIND,735.4,754.1,734.15,751.0,-15.6,575939.7,38.86,44.69,786.45,652.2
BLS,405.05,417.6,402.75,408.2,-3.15,6360363.6,23.54,44.77,457.25,334.8
DHANBANK,37.9,38.46,37.7,38.12,-0.22,688203.2,61.07,44.82,45.81,37.8
FOSECOIND,4519.6,4603.45,4500.0,4604.65,-85.05,1468.5,66.34,44.94,"5,105.05","4,086.35"
INDIAMART,2993.8,3059.9,2966.05,3044.8,-51.0,205526.5,54.03,44.99,"3,152.45","2,593.70"
PRECWIRE,198.35,203.0,192.1,197.93,0.42,1743418.2,31.74,45.02,200.57,137.69
EXCELINDUS,1567.6,1583.0,1513.9,1535.35,32.25,55129.8,41.26,45.04,"1,626.60","1,134.45"
DAMODARIND,47.65,49.47,47.6,48.21,-0.56,38792.1,36.86,45.21,53.59,47.15
CGCL,210.26,215.3,210.0,213.2,-2.94,219378.7,44.17,45.25,226.5,200.31
